Roary,Name,HG003ProkkaGene,HG003ProkkaTag,HG003ProkkaStart,HG003ProkkaStop,HG003NewTag,HG003NewStart,HG003NewStop,HG003Description,USA300ProkkaGene,USA300ProkkaTag,USA300ProkkaStart,USA300ProkkaStop,USA300NewTag,USA300NewStart,USA300NewStop,USA300OldTag,USA300OldStart,USA300OldStop,USA300Description,MW2ProkkaGene,MW2ProkkaTag,MW2ProkkaStart,MW2ProkkaStop,MW2NewTag,MW2NewStart,MW2NewStop,MW2OldTag,MW2OldStart,MW2OldStop,MW2Description,MSSA476ProkkaGene,MSSA476ProkkaTag,MSSA476ProkkaStart,MSSA476ProkkaStop,MSSA476NewTag,MSSA476NewStart,MSSA476NewStop,MSSA476OldTag,MSSA476OldStart,MSSA476OldStop,MSSA476Description,MRSA252ProkkaGene,MRSA252ProkkaTag,MRSA252ProkkaStart,MRSA252ProkkaStop,MRSA252NewTag,MRSA252NewStart,MRSA252NewStop,MRSA252OldTag,MRSA252OldStart,MRSA252OldStop,MRSA252Description
lytN_2,lytN_2,lytN_2,HG003_01321,1464415,1465869,SAOUHSC_01515,1464415,1465869,putative cell wall hydrolase LytN,lytN_2,USA300_01427,1562424,1563878,USA300HOU_RS07655,1562424,1563878,USA300HOU_1432,1562424,1563878,putative cell wall hydrolase LytN,lytN_2,MW2_01373,1531688,1533142,MW_RS07420,1531688,1533142,MW1380,1531688,1533142,putative cell wall hydrolase LytN,lytN_1,A476_00945,1023777,1025231,SAS_RS05045,1023777,1025231,SAS0954,1023777,1025231,putative cell wall hydrolase LytN,lytN_2,MRSA252_01455,1592358,1593812,SAR_RS07685,1592358,1593812,SAR1497,1592358,1593812,putative cell wall hydrolase LytN
lytR_1,lytR_1,lytR_1,HG003_00202,253269,254009,SAOUHSC_00231,253269,254009,Sensory transduction protein LytR,lytR_1,USA300_00260,307753,308493,USA300HOU_RS01355,307753,308493,USA300HOU_0272,307753,308493,Sensory transduction protein LytR,lytR_1,MW2_00236,284843,285583,MW_RS01250,284843,285583,MW0237,284843,285583,Sensory transduction protein LytR,lytR_1,A476_00233,283543,284283,SAS_RS01225,283543,284283,SAS0238,283543,284283,Sensory transduction protein LytR,lytR_1,MRSA252_00251,301182,301922,SAR_RS01285,301182,301922,SAR0258,301182,301922,Sensory transduction protein LytR
lytR_2,lytR_2,lytR_2,HG003_02290,2375348,2376295,SAOUHSC_02583,2375348,2376271,Transcriptional regulator LytR,lytR_2,USA300_02318,2428699,2429646,USA300HOU_RS12505,2428699,2429646,USA300HOU_2292,2428699,2429655,Transcriptional regulator LytR,lytR_2,MW2_02231,2377539,2378486,MW_RS12105,2377539,2378486,MW2230,2377539,2378486,Transcriptional regulator LytR,lytR_2,A476_02210,2356644,2357591,SAS_RS11970,2356644,2357567,SAS2202,2356644,2357591,Transcriptional regulator LytR,lytR_2,MRSA252_02365,2465082,2466029,SAR_RS12530,2465082,2466029,SAR2394,2465082,2466029,Transcriptional regulator LytR
ypdA,lytS,ypdA,HG003_00201,251512,253266,SAOUHSC_00230,251527,253266,Sensor histidine kinase YpdA,ypdA,USA300_00259,305996,307750,USA300HOU_RS01350,305996,307750,USA300HOU_0271,305996,307750,Sensor histidine kinase YpdA,ypdA,MW2_00235,283086,284840,MW_RS01245,283086,284840,MW0236,283086,284840,Sensor histidine kinase YpdA,ypdA,A476_00232,281786,283540,SAS_RS01220,281801,283540,SAS0237,281786,283540,Sensor histidine kinase YpdA,ypdA,MRSA252_00250,299425,301179,SAR_RS01280,299425,301179,SAR0257,299425,301179,Sensor histidine kinase YpdA
maa_2,maa_1,maa,HG003_00684,764955,765440,SAOUHSC_00783,764955,765440,Maltose O-acetyltransferase,maa,USA300_00772,845061,845546,USA300HOU_RS04125,845061,845546,USA300HOU_0790,845061,845546,Maltose O-acetyltransferase,maa_2,MW2_00726,815899,816384,MW_RS03945,815899,816384,MW0724,815899,816384,Maltose O-acetyltransferase,maa_2,A476_00721,814327,814812,SAS_RS03915,814327,814812,SAS0727,814327,814812,Maltose O-acetyltransferase,maa_2,MRSA252_00790,858927,859412,SAR_RS04165,858927,859412,SAR0816,858927,859412,Maltose O-acetyltransferase
maa_1,maa_2,,,,,,,,,,,,,,,,,,,,maa_1,MW2_00133,155332,155889,MW_RS00705,155332,155889,MW0133,155332,155889,Maltose O-acetyltransferase,maa_1,A476_00131,154032,154589,SAS_RS00685,154032,154589,SAS0133,154032,154589,Maltose O-acetyltransferase,maa_1,MRSA252_00156,178372,178929,SAR_RS00785,178372,178929,SAR0160,178372,178929,Maltose O-acetyltransferase
macB_1,macB_1,,,,,,,,,,,,,,,,,,,,macB_1,MW2_00173,205906,206100,MW_RS00910,205906,206100,MW0173,205906,206100,Macrolide export ATP-binding/permease protein MacB,,,,,,,,,,,,,,,,,,,,,,
macB_2,macB_2,,,,,,,,,,,,,,,,,,,,macB_2,MW2_00174,206097,207083,MW_RS00915,206097,207083,MW0174,206097,207083,Macrolide export ATP-binding/permease protein MacB,macB,A476_00171,204605,205783,SAS_RS00890,204605,205783,SAS0174,204605,205783,Macrolide export ATP-binding/permease protein MacB,,,,,,,,,,,
malL,malA,malL,HG003_01403,1526211,1527860,SAOUHSC_01601,1526211,1527860,Oligo-1%2C6-glucosidase,malL,USA300_01508,1623598,1625247,USA300HOU_RS08055,1623598,1625247,USA300HOU_1509,1623598,1625247,Oligo-1%2C6-glucosidase,malL,MW2_01453,1592638,1594287,MW_RS07815,1592638,1594287,MW1461,1592638,1594287,Oligo-1%2C6-glucosidase,malL,A476_01431,1572396,1574045,SAS_RS07690,1572396,1574045,SAS1447,1572396,1574045,Oligo-1%2C6-glucosidase,malL,MRSA252_01540,1655144,1656793,SAR_RS08105,1655144,1656793,SAR1584,1655144,1656793,Oligo-1%2C6-glucosidase
cycB,malE,cycB,HG003_00156,192601,193872,SAOUHSC_00176,192601,193872,Cyclodextrin-binding protein,cycB,USA300_00214,247166,248437,USA300HOU_RS01095,247166,248437,USA300HOU_0221,247166,248437,Cyclodextrin-binding protein,cycB,MW2_00190,223590,224861,MW_RS00990,223590,224861,MW0190,223590,224861,Cyclodextrin-binding protein,cycB,A476_00187,222290,223561,SAS_RS00965,222290,223561,SAS0190,222290,223561,Cyclodextrin-binding protein,cycB,MRSA252_00203,239168,240439,SAR_RS01015,239168,240439,SAR0206,239168,240439,Cyclodextrin-binding protein
malF,malF,malF,HG003_00157,193875,195143,SAOUHSC_00177,193875,195143,Maltose transport system permease protein MalF,malF,USA300_00215,248440,249708,USA300HOU_RS01100,248440,249708,USA300HOU_0222,248440,249708,Maltose transport system permease protein MalF,malF,MW2_00191,224864,226132,MW_RS00995,224864,226132,MW0191,224864,226132,Maltose transport system permease protein MalF,malF,A476_00188,223564,224832,SAS_RS00970,223564,224832,SAS0191,223564,224832,Maltose transport system permease protein MalF,malF,MRSA252_00204,240442,241710,SAR_RS01020,240442,241710,SAR0207,240442,241710,Maltose transport system permease protein MalF
malG,malg,malG,HG003_00158,195145,195984,SAOUHSC_00178,195145,195984,Maltose transport system permease protein MalG,malG,USA300_00216,249710,250549,USA300HOU_RS01105,249710,250549,USA300HOU_0223,249710,250549,Maltose transport system permease protein MalG,malG,MW2_00192,226134,226973,MW_RS01000,226134,226973,MW0192,226134,226973,Maltose transport system permease protein MalG,malG,A476_00189,224834,225673,SAS_RS00975,224834,225673,SAS0192,224834,225673,Maltose transport system permease protein MalG,malG,MRSA252_00205,241712,242551,SAR_RS01025,241712,242551,SAR0208,241712,242551,Maltose transport system permease protein MalG
ugpC,malK,ugpC,HG003_00155,191491,192588,SAOUHSC_00175,191491,192588,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,USA300_00213,246056,247153,USA300HOU_RS01090,246056,247153,USA300HOU_0220,246056,247153,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,MW2_00189,222480,223577,MW_RS00985,222480,223577,MW0189,222480,223577,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,A476_00186,221180,222277,SAS_RS00960,221180,222277,SAS0189,221180,222277,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,MRSA252_00202,238058,239155,SAR_RS01010,238058,239155,SAR0205,238058,239155,sn-glycerol-3-phosphate import ATP-binding protein UgpC
malR,malR,malR,HG003_01404,1527876,1528895,SAOUHSC_01602,1527876,1528895,HTH-type transcriptional regulator MalR,malR,USA300_01509,1625263,1626282,USA300HOU_RS08060,1625263,1626282,USA300HOU_1510,1625263,1626282,HTH-type transcriptional regulator MalR,malR,MW2_01454,1594303,1595322,MW_RS07820,1594303,1595322,MW1462,1594303,1595322,HTH-type transcriptional regulator MalR,malR,A476_01432,1574061,1575080,SAS_RS07695,1574061,1575080,SAS1448,1574061,1575080,HTH-type transcriptional regulator MalR,malR,MRSA252_01541,1656809,1657828,SAR_RS08110,1656809,1657828,SAR1585,1656809,1657828,HTH-type transcriptional regulator MalR
gmuF,manA,gmuF,HG003_02120,2206816,2207646,SAOUHSC_02385,2206816,2207673,putative mannose-6-phosphate isomerase GmuF,gmuF,USA300_02150,2260288,2261226,USA300HOU_RS11570,2260288,2261226,USA300HOU_2132,2260288,2261226,putative mannose-6-phosphate isomerase GmuF,gmuF,MW2_02076,2221197,2222135,MW_RS11255,2221197,2222135,MW2067,2221197,2222135,putative mannose-6-phosphate isomerase GmuF,gmuF,A476_02055,2200302,2201240,SAS_RS11120,2200302,2201240,SAS2046,2200302,2201240,putative mannose-6-phosphate isomerase GmuF,gmuF,MRSA252_02200,2298899,2299837,SAR_RS11635,2298899,2299837,SAR2231,2298899,2299837,putative mannose-6-phosphate isomerase GmuF
manP,manP,manP,HG003_02621,2738061,2740013,SAOUHSC_02975,2738061,2740013,PTS system mannose-specific EIIBCA component,manP,USA300_02646,2789645,2791597,USA300HOU_RS14355,2789645,2791597,USA300HOU_2641,2789645,2791597,PTS system mannose-specific EIIBCA component,manP,MW2_02556,2735587,2737539,MW_RS13910,2735587,2737539,MW2562,2735587,2737539,PTS system mannose-specific EIIBCA component,manP,A476_02535,2714927,2716879,SAS_RS13775,2714927,2716879,SAS2527,2714927,2716879,PTS system mannose-specific EIIBCA component,manP,MRSA252_02691,2817190,2819142,SAR_RS14315,2817190,2819142,SAR2720,2817190,2819142,PTS system mannose-specific EIIBCA component
manR_1,manR_1,manR_1,HG003_00185,232776,234872,SAOUHSC_00213,232776,234872,Transcriptional regulator ManR,manR_1,USA300_00243,287260,289356,USA300HOU_RS01270,287260,289356,USA300HOU_0255,287260,289356,Transcriptional regulator ManR,manR_1,MW2_00219,263754,265850,MW_RS01160,263754,265850,MW0220,263754,265850,Transcriptional regulator ManR,manR_1,A476_00216,262454,264550,SAS_RS01135,262454,264550,SAS0220,262433,264550,Transcriptional regulator ManR,manR_1,MRSA252_00233,280143,281564,SAR_RS01195,280143,282239,SAR0238,280143,282239,Transcriptional regulator ManR
manR_2,manR_2,manR_2,HG003_02620,2736110,2737984,SAOUHSC_02974,2736110,2737984,Transcriptional regulator ManR,manR_2,USA300_02645,2787694,2789568,USA300HOU_RS14350,2787694,2789568,USA300HOU_2640,2787694,2789568,Transcriptional regulator ManR,manR_2,MW2_02555,2733636,2735510,MW_RS13905,2733636,2735510,MW2561,2733636,2735510,Transcriptional regulator ManR,manR_2,A476_02534,2712976,2714850,SAS_RS13770,2712976,2714850,SAS2526,2712976,2714850,Transcriptional regulator ManR,manR_2,MRSA252_02690,2815239,2817113,SAR_RS14310,2815239,2817113,SAR2719,2815239,2817113,Transcriptional regulator ManR
paaZ,maoC,,,,,,,,,paaZ,USA300_00031,38653,39081,USA300HOU_RS00155,38653,39081,USA300HOU_0030,38653,39081,Bifunctional protein PaaZ,paaZ,MW2_00032,39128,39556,MW_RS00160,39128,39556,MW0030,39128,39556,Bifunctional protein PaaZ,,,,,,,,,,,,paaZ,MRSA252_00038,44445,44873,SAR_RS00190,44445,44873,SAR0038,44445,44873,Bifunctional protein PaaZ
map,map_1,map,HG003_01877,1975940,1976698,SAOUHSC_02102,1975940,1976698,Methionine aminopeptidase,map,USA300_01912,2029262,2030020,USA300HOU_RS10240,2029262,2030020,USA300HOU_1884,2029262,2030020,Methionine aminopeptidase,map,MW2_01845,1990292,1991050,MW_RS09950,1990292,1991050,MW1828,1990292,1991050,Methionine aminopeptidase,map,A476_01823,1969539,1970297,SAS_RS09825,1969539,1970297,SAS1810,1969539,1970297,Methionine aminopeptidase,map,MRSA252_01961,2067232,2067990,SAR_RS10325,2067232,2067990,SAR1978,2067232,2067990,Methionine aminopeptidase
group_569,map_2,,HG003_01926,2029297,2029587,SAOUHSC_02160,2029297,2029587,65 kDa membrane protein,,USA300_01961,2082683,2082973,USA300HOU_RS10520,2082683,2082973,USA300HOU_1941,2082683,2083000,65 kDa membrane protein,,MW2_01894,2043597,2043887,MW_RS10235,2043597,2043887,MW1879,2043597,2045647,65 kDa membrane protein,,A476_01872,2022844,2023134,SAS_RS10105,2022844,2023134,SAS1861,2022844,2024893,65 kDa membrane protein,,,,,,,,,,,
group_1383,mapW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRSA252_02011,2121920,2123989,SAR_RS10605,2121920,2123989,SAR2030,2121920,2123989,65 kDa membrane protein
marA,marA_1,marA,HG003_01402,1525262,1526128,SAOUHSC_01600,1525235,1526128,Multiple antibiotic resistance protein MarA,marA,USA300_01507,1622649,1623515,USA300HOU_RS08050,1622622,1623515,USA300HOU_1508,1622622,1623515,Multiple antibiotic resistance protein MarA,marA,MW2_01452,1591690,1592556,MW_RS07810,1591663,1592556,MW1460,1591690,1592556,Multiple antibiotic resistance protein MarA,marA,A476_01430,1571448,1572314,SAS_RS07685,1571421,1572314,SAS1446,1571448,1572314,Multiple antibiotic resistance protein MarA,marA_2,MRSA252_01539,1654195,1655061,SAR_RS08100,1654168,1655061,SAR1583,1654195,1655061,Multiple antibiotic resistance protein MarA
marA_1,marA_2,,,,,,,,,,USA300_00678,744836,745009,,,,,,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,marA_1,MRSA252_00660,725316,727259,SAR_RS03480,725316,727259,SAR0677,725107,727259,Multiple antibiotic resistance protein MarA
mazE,mazE,mazE,HG003_02048,2135298,2135468,SAOUHSC_02304,2135298,2135468,Antitoxin MazE,mazE,USA300_02078,2188771,2188941,USA300HOU_RS11175,2188771,2188941,USA300HOU_2064,2188771,2188941,Antitoxin MazE,mazE,MW2_02004,2149741,2149911,MW_RS10870,2149741,2149911,MW1993,2149741,2149911,Antitoxin MazE,mazE,A476_01983,2128867,2129037,SAS_RS10735,2128867,2129037,SAS1974,2128867,2129037,Antitoxin MazE,mazE,MRSA252_02127,2226161,2226331,SAR_RS11240,2226161,2226331,SAR2157,2226161,2226331,Antitoxin MazE
mazF,mazF,mazF,HG003_02047,2134939,2135301,SAOUHSC_02303,2134939,2135301,Endoribonuclease MazF,mazF,USA300_02077,2188412,2188774,USA300HOU_RS11170,2188412,2188774,USA300HOU_2063,2188412,2188774,Endoribonuclease MazF,mazF,MW2_02003,2149382,2149744,MW_RS10865,2149382,2149744,MW1992,2149382,2149744,Endoribonuclease MazF,mazF,A476_01982,2128508,2128870,SAS_RS10730,2128508,2128870,SAS1973,2128508,2128870,Endoribonuclease MazF,mazF,MRSA252_02126,2225802,2226164,SAR_RS11235,2225802,2226164,SAR2156,2225802,2226164,Endoribonuclease MazF
mazG,mazG,mazG,HG003_00413,478747,479940,SAOUHSC_00480,478747,479940,Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG,mazG,USA300_00484,542712,543905,USA300HOU_RS02590,542712,543905,USA300HOU_0499,542712,543905,Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG,mazG,MW2_00454,521421,522614,MW_RS02470,521421,522614,MW0460,521421,522614,Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG,mazG,A476_00451,520052,521245,SAS_RS02440,520052,521245,SAS0462,520052,521245,Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG,mazG,MRSA252_00485,545441,546634,SAR_RS02560,545441,546634,SAR0506,545441,546634,Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
mccA,mccA,mccA,HG003_00367,422376,423290,SAOUHSC_00421,422376,423290,O-acetylserine dependent cystathionine beta-synthase,mccA,USA300_00438,486341,487255,USA300HOU_RS02315,486341,487255,,,,O-acetylserine dependent cystathionine beta-synthase,mccA,MW2_00408,465082,465987,MW_RS02195,465082,465987,MW0414,465082,465987,O-acetylserine dependent cystathionine beta-synthase,mccA,A476_00405,463744,464649,SAS_RS02165,463744,464649,SAS0417,463744,464649,O-acetylserine dependent cystathionine beta-synthase,mccA,MRSA252_00437,487653,488588,SAR_RS02280,487683,488588,SAR0459,487683,488588,O-acetylserine dependent cystathionine beta-synthase
mccB,mccB,mccB,HG003_00368,423274,424416,SAOUHSC_00422,423274,424416,Cystathionine gamma-lyase,mccB,USA300_00439,487239,488381,USA300HOU_RS02320,487239,488381,,,,Cystathionine gamma-lyase,mccB,MW2_00409,465980,467122,MW_RS02200,465980,467122,MW0415,465980,467122,Cystathionine gamma-lyase,mccB,A476_00406,464642,465784,SAS_RS02170,464642,465784,SAS0418,464642,465784,Cystathionine gamma-lyase,mccB,MRSA252_00438,488581,489723,SAR_RS02285,488581,489723,SAR0460,488581,489723,Cystathionine gamma-lyase
mco,mco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mco,MRSA252_00696,756943,758376,SAR_RS03660,756943,758376,SAR0721,756943,758376,Multicopper oxidase mco
mcrB,mcrB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcrB,MRSA252_00085,93148,94848,SAR_RS00415,93148,94848,SAR0087,93145,94848,5-methylcytosine-specific restriction enzyme B
mcsA,mcsA,mcsA,HG003_00439,503649,504215,SAOUHSC_00503,503727,504215,Protein-arginine kinase activator protein,mcsA,USA300_00511,567586,568152,USA300HOU_RS02750,567586,568152,USA300HOU_0516,567586,568152,Protein-arginine kinase activator protein,mcsA,MW2_00481,551672,552238,MW_RS02645,551672,552238,MW0478,551672,552238,Protein-arginine kinase activator protein,mcsA,A476_00478,550303,550869,SAS_RS02615,550381,550869,SAS0480,550303,550869,Protein-arginine kinase activator protein,mcsA,MRSA252_00515,572320,572886,SAR_RS02735,572320,572886,SAR0526,572320,572886,Protein-arginine kinase activator protein
mcsB,mcsB,mcsB,HG003_00440,504202,505212,SAOUHSC_00504,504205,505212,Protein-arginine kinase,mcsB,USA300_00512,568139,569149,USA300HOU_RS02755,568142,569149,USA300HOU_0517,568139,569149,Protein-arginine kinase,mcsB,MW2_00482,552225,553235,MW_RS02650,552228,553235,MW0479,552228,553235,Protein-arginine kinase,mcsB,A476_00479,550856,551866,SAS_RS02620,550859,551866,SAS0481,550859,551866,Protein-arginine kinase,mcsB,MRSA252_00516,572873,573883,SAR_RS02740,572876,573883,SAR0527,572876,573883,Protein-arginine kinase
emrB_2,mdeA,ribZ,HG003_02397,2482881,2484320,SAOUHSC_02700,2482881,2484239,Riboflavin transporter RibZ,ribZ,USA300_02422,2535929,2537368,USA300HOU_RS13055,2535929,2537368,USA300HOU_2396,2535929,2537368,Riboflavin transporter RibZ,emrB_2,MW2_02334,2485108,2486547,MW_RS12650,2485108,2486547,MW2337,2485108,2486547,Multidrug export protein EmrB,emrB_2,A476_02313,2464276,2465715,SAS_RS12515,2464276,2465679,SAS2306,2464276,2465715,Multidrug export protein EmrB,emrB_2,MRSA252_02476,2576860,2578299,SAR_RS13100,2576860,2578299,SAR2505,2576860,2578299,Multidrug export protein EmrB
kynB,mdh,kynB,HG003_00296,349130,349882,SAOUHSC_00337,349130,349882,Kynurenine formamidase,kynB,USA300_00360,407168,407920,USA300HOU_RS01885,407168,407920,USA300HOU_0376,407168,407920,Kynurenine formamidase,kynB,MW2_00329,380123,380875,MW_RS01745,380123,380875,MW0331,380123,380875,Kynurenine formamidase,kynB,A476_00326,378768,379520,SAS_RS01715,378768,379520,SAS0331,378768,379520,Kynurenine formamidase,kynB,MRSA252_00343,396501,397253,SAR_RS01770,396501,397253,SAR0352,396501,397253,Kynurenine formamidase
mdtG,mdtG,mdtG,HG003_02246,2333690,2334901,SAOUHSC_02531,2333690,2334901,Multidrug resistance protein MdtG,mdtG,USA300_02275,2387054,2388265,USA300HOU_RS12260,2387054,2388265,USA300HOU_2247,2387054,2388265,Multidrug resistance protein MdtG,mdtG,MW2_02188,2335593,2336804,MW_RS11865,2335593,2336804,MW2184,2335593,2336804,Multidrug resistance protein MdtG,mdtG,A476_02167,2314698,2315909,SAS_RS11730,2314698,2315909,SAS2156,2314698,2315909,Multidrug resistance protein MdtG,mdtG,MRSA252_02322,2423141,2424352,SAR_RS12285,2423141,2424352,SAR2350,2423141,2424352,Multidrug resistance protein MdtG
mdtH,mdtH,mdtH,HG003_01643,1791523,1792704,SAOUHSC_01876,1791523,1792704,Multidrug resistance protein MdtH,mdtH,USA300_01745,1888582,1889763,USA300HOU_RS09340,1888582,1889763,USA300HOU_1750,1888582,1889763,Multidrug resistance protein MdtH,mdtH,MW2_01689,1856691,1857872,MW_RS09100,1856691,1857872,MW1702,1856691,1857872,Multidrug resistance protein MdtH,mdtH,A476_01666,1836027,1837208,SAS_RS08975,1836027,1837208,SAS1685,1836027,1837208,Multidrug resistance protein MdtH,mdtH,MRSA252_01794,1934127,1935308,SAR_RS09460,1934127,1935308,SAR1844,1934127,1935308,Multidrug resistance protein MdtH
pbp,mecA,,,,,,,,,pbp,USA300_00032,39127,41133,USA300HOU_RS00160,39127,41133,USA300HOU_0031,39127,41133,Beta-lactam-inducible penicillin-binding protein,pbp,MW2_00033,39602,41608,MW_RS00165,39602,41608,MW0031,39602,41608,Beta-lactam-inducible penicillin-binding protein,,,,,,,,,,,,pbp,MRSA252_00039,44919,46925,SAR_RS00195,44919,46925,SAR0039,44919,46925,Beta-lactam-inducible penicillin-binding protein
mecI,mecI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mecI,MRSA252_00041,48782,49126,SAR_RS00205,48782,49126,SAR0041,48782,49126,Methicillin resistance regulatory protein MecI
mecR1,mecR1,,,,,,,,,mecR1,USA300_00033,41233,42219,USA300HOU_RS00165,41233,42219,USA300HOU_0032,41305,42219,Methicillin resistance mecR1 protein,mecR1,MW2_00034,41708,42694,MW_RS00170,41708,42694,MW0032,41708,42694,Methicillin resistance mecR1 protein,,,,,,,,,,,,mecR1,MRSA252_00040,47025,48782,SAR_RS00200,47025,48782,SAR0040,47025,48782,Methicillin resistance mecR1 protein
melR_1,melR_1,melR_1,HG003_00588,662031,664181,SAOUHSC_00673,662031,664181,Melibiose operon regulatory protein,melR_1,USA300_00677,742860,744839,USA300HOU_RS03605,742860,744839,USA300HOU_0688,742860,745009,Melibiose operon regulatory protein,melR_1,MW2_00631,713543,715693,MW_RS03420,713543,715693,MW0629,713543,715693,Melibiose operon regulatory protein,melR_1,A476_00627,712041,714191,SAS_RS03390,712041,714191,SAS0632,712041,714191,Melibiose operon regulatory protein,,MRSA252_00659,725107,725319,SAR_RS03475,725107,725319,SAR0677,725107,727259,hypothetical protein
melR_2,melR_2,melR_2,HG003_02362,2448426,2450531,SAOUHSC_02664,2448426,2450531,Melibiose operon regulatory protein,melR_2,USA300_02387,2501477,2503582,USA300HOU_RS12880,2501477,2503582,USA300HOU_2364,2501477,2503582,Melibiose operon regulatory protein,melR_2,MW2_02299,2450850,2452955,MW_RS12475,2450850,2452955,MW2301,2450850,2452955,Melibiose operon regulatory protein,melR_2,A476_02278,2429955,2432060,SAS_RS12340,2429955,2432060,SAS2271,2429955,2432060,Melibiose operon regulatory protein,melR,MRSA252_02440,2540289,2542394,SAR_RS12920,2540289,2542394,SAR2468,2540289,2542394,Melibiose operon regulatory protein
menA,menA,menA,HG003_00870,951802,952740,SAOUHSC_00980,951802,952740,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,menA,USA300_00975,1045875,1046813,USA300HOU_RS05180,1045875,1046813,USA300HOU_0989,1045875,1046813,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,menA,MW2_00928,1015777,1016715,MW_RS04970,1015777,1016715,MW0925,1015777,1016715,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,menA,A476_00968,1044500,1045438,SAS_RS05170,1044500,1045438,SAS0977,1044500,1045438,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,menA,MRSA252_00985,1056398,1057336,SAR_RS05155,1056398,1057336,SAR1015,1056398,1057336,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase
menB,menB,menB,HG003_00874,956726,957547,SAOUHSC_00985,956726,957547,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,menB,USA300_00979,1050799,1051620,USA300HOU_RS05200,1050799,1051620,USA300HOU_0993,1050799,1051620,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,menB,MW2_00932,1020701,1021522,MW_RS04990,1020701,1021522,MW0929,1020701,1021522,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,menB,A476_00972,1049424,1050245,SAS_RS05190,1049424,1050245,SAS0981,1049424,1050245,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,menB,MRSA252_00989,1061322,1062143,SAR_RS05175,1061322,1062143,SAR1019,1061322,1062143,1%2C4-dihydroxy-2-naphthoyl-CoA synthase
menC,menC,menC,HG003_01679,1823266,1824267,SAOUHSC_01915,1823266,1824267,o-succinylbenzoate synthase,menC,USA300_01781,1920324,1921325,USA300HOU_RS09525,1920324,1921325,USA300HOU_1783,1920324,1921325,o-succinylbenzoate synthase,menC,MW2_01719,1884490,1885491,MW_RS09255,1884490,1885491,MW1734,1884490,1885491,o-succinylbenzoate synthase,menC,A476_01697,1863825,1864826,SAS_RS09130,1863825,1864826,SAS1716,1863825,1864826,o-succinylbenzoate synthase,menC,MRSA252_01825,1962632,1963633,SAR_RS09620,1962632,1963633,SAR1876,1962632,1963633,o-succinylbenzoate synthase
menD,menD,menD,HG003_00872,954270,955943,SAOUHSC_00983,954270,955943,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,menD,USA300_00977,1048343,1050016,USA300HOU_RS05190,1048343,1050016,USA300HOU_0991,1048343,1050016,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,menD,MW2_00930,1018245,1019918,MW_RS04980,1018245,1019918,MW0927,1018245,1019918,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,menD,A476_00970,1046968,1048641,SAS_RS05180,1046968,1048641,SAS0979,1046968,1048641,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,menD,MRSA252_00987,1058866,1060539,SAR_RS05165,1058866,1060539,SAR1017,1058866,1060539,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
menE,menE,menE,HG003_01680,1824272,1825750,SAOUHSC_01916,1824272,1825750,2-succinylbenzoate--CoA ligase,menE,USA300_01782,1921330,1922808,USA300HOU_RS09530,1921330,1922808,USA300HOU_1784,1921330,1922808,2-succinylbenzoate--CoA ligase,menE,MW2_01720,1885496,1886974,MW_RS09260,1885496,1886974,MW1735,1885496,1886974,2-succinylbenzoate--CoA ligase,menE,A476_01698,1864831,1866309,SAS_RS09135,1864831,1866309,SAS1717,1864831,1866309,2-succinylbenzoate--CoA ligase,menE,MRSA252_01826,1963638,1965116,SAR_RS09625,1963638,1965116,SAR1877,1963638,1965116,2-succinylbenzoate--CoA ligase
